timestamp_ros_sec,run_id,random_seed,scan_generation,queue_position,target_id,target_state,verification_stage,drone_x_enu,drone_y_enu,drone_altitude,estimate_x_enu,estimate_y_enu,estimate_x_visual,estimate_y_visual,actual_x_visual,actual_y_visual,tof_distance,actual_visit_distance,position_error,visited_correct,kalman_gain_x,kalman_gain_y,kalman_updates
1784208796.986001,normal_02,202,3,3,1,visited,TO_3M,12.921485,5.746044,0.723114,12.782856,4.187886,-12.217144,4.187886,-12.000000,4.000000,1.210560,1.747808,0.287146,0,0.478161,0.478161,3
1784212001.668870,normal_02,202,1,1,0,visited,TO_3M,11.746415,2.874636,0.716736,12.905777,3.262624,-12.094223,3.262624,-12.000000,4.000000,1.189881,1.684612,0.743371,0,0.669388,0.669388,2
1784212291.318890,normal_02,202,2,3,5,visited,TO_3M,11.932965,-10.623215,0.745697,11.960451,-12.451482,-13.039549,-12.451482,-12.000000,-12.000000,1.204509,1.741867,1.133357,0,0.478161,0.478161,3
1784258989.484558,normal_03,303,1,1,1,visited,TO_3M,11.253641,-4.164859,0.724487,12.373893,-4.571268,-12.626107,-4.571268,-12.000000,-4.000000,1.203976,1.754123,0.847560,0,0.669388,0.669388,2
1784259175.236664,normal_03,303,2,2,4,visited,TO_3M,11.951033,-10.689240,0.709686,12.100688,-12.297066,-12.899312,-12.297066,-12.000000,-12.000000,1.148716,1.678816,0.947106,0,0.478161,0.478161,3
1784259523.888230,normal_03,303,3,3,3,visited,TO_3M,13.207461,10.331861,0.718201,13.736988,11.105501,-11.263012,11.105501,-12.000000,12.000000,1.175888,1.680990,1.158999,0,0.478161,0.478161,3
1784259706.588235,normal_03,303,4,4,2,visited,TO_3M,19.673967,10.936674,0.723419,21.330699,10.837535,-3.669301,10.837535,-4.000000,12.000000,1.191338,1.699714,1.208589,0,0.478161,0.478161,3
1784259895.235025,normal_03,303,5,5,0,visited,TO_3M,14.293121,5.084797,0.713043,13.263572,3.776324,-11.736428,3.776324,-12.000000,4.000000,1.187134,1.687882,0.345690,0,0.669388,0.669388,2
1784260073.644037,normal_03,303,6,1,7,visited,TO_3M,19.249282,4.267389,0.723572,20.698371,3.648013,-4.301629,3.648013,-4.000000,4.000000,1.168818,1.771020,0.463546,0,0.400202,0.400202,5
1784260344.337470,normal_03,303,7,2,6,visited,TO_3M,27.471078,-11.173668,0.730469,28.362031,-12.597608,3.362031,-12.597608,4.000000,-12.000000,1.198987,1.737938,0.874151,0,0.669388,0.669388,2
1784260610.137463,normal_03,303,8,3,8,visited,TO_3M,28.679162,2.398002,0.720032,29.038563,3.033619,4.038563,3.033619,4.000000,4.000000,1.111485,1.633810,0.967150,0,0.420315,0.420315,4
1784260843.685544,normal_03,303,9,4,5,visited,TO_3M,21.578664,-10.336829,0.721069,20.666346,-11.929966,-4.333654,-11.929966,-4.000000,-12.000000,1.219640,1.760963,0.340925,0,0.392878,0.392878,6
1784261150.935398,normal_03,303,10,5,14,visited,TO_3M,28.611573,10.370985,0.717438,29.057034,11.443022,4.057034,11.443022,4.000000,12.000000,1.168147,1.674683,0.559891,0,0.400202,0.400202,5
1784261384.485642,normal_03,303,11,6,9,visited,TO_3M,21.684341,-2.400209,0.714172,20.906233,-3.786923,-4.093767,-3.786923,-4.000000,-4.000000,1.162018,1.740016,0.232796,0,0.388779,0.388779,9
1784261563.995324,normal_03,303,12,1,11,visited,TO_3M,27.260177,-3.651170,0.728058,28.466358,-4.315493,3.466358,-4.315493,4.000000,-4.000000,1.139294,1.774448,0.619927,0,0.400202,0.400202,5
1784261695.086928,normal_03,303,13,2,16,visited,TO_3M,27.398666,-3.307137,0.725342,36.724570,-4.537742,11.724570,-4.537742,12.000000,-4.000000,1.197106,9.626302,0.604175,0,0.390166,0.390166,7
1784261942.338186,normal_03,303,14,3,10,visited,TO_3M,35.279588,-11.495716,0.720978,36.396333,-12.321276,11.396333,-12.321276,12.000000,-12.000000,1.190226,1.792797,0.683836,0,0.400202,0.400202,5
1784266691.100406,normal_04,404,1,1,2,visited,TO_3M,11.285919,-4.308860,0.713379,12.340634,-4.622440,-12.659366,-4.622440,-12.000000,-4.000000,1.160886,1.741686,0.906750,0,0.669388,0.669388,2
1784266961.953259,normal_04,404,2,2,4,visited,TO_3M,13.233021,10.322650,0.719025,13.798116,10.920421,-11.201884,10.920421,-12.000000,12.000000,1.195588,1.693459,1.342565,0,0.478161,0.478161,3
1784267150.350197,normal_04,404,3,3,1,visited,TO_3M,19.779611,10.791515,0.714355,21.199328,10.684628,-3.800672,10.684628,-4.000000,12.000000,1.211700,1.717494,1.330389,0,0.478161,0.478161,3
